Ph-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,Ph_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Metadata_notes,Sources,Source Tag
218,1471,4.51,101.47,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Ulu Telom, Cameron Highlands, Pahang, Malaysia",26808,,0:02:26,T5420R06,3A26.B1; WFS2A.3,Telei Bah Peb,,"The spirit of the wild banana warns the hala that his group must collect the ripening fruits before the civet cat eats them, round style entries","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Not sure if recording was made in smaller location/subdistrict of Ulu Telom.,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14741,@FW1955TemiarDreamSongsFromMalaya
223,3637,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:02:58,T5420R05,3A26.A6,Siku,,"While the Temiar were helping to clear the jungles for the hill station of Cameron Highlands, the spirit of Siku Mountain warned the hala of the possible dangers of contact, round style entries","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14740,@FW1955TemiarDreamSongsFromMalaya
215,3638,6.12,102.23,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Ulu Nenggiri, Kelantan, Malaysia",26808,,0:03:34,T5420R10,3A26.B5,Alus,,"The hala Alus dreamed this song when he and his group were felling trees and making a clearing for cultivation, round style entries","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14745,@FW1955TemiarDreamSongsFromMalaya
219,3639,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:03:31,T5420R09,3A26.B4,Ajin,,"Song was given by a tiger spirit to a chief in the Ulu Nenggiri in Kelantan, its message led his group to make a new settlement in Ajin","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14744,@FW1955TemiarDreamSongsFromMalaya
217,3640,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:01:56,T5420R08,3A26.B3,Dalam Guni,,The spirit of the hills told a hala in the Ulu Perak that once a sack of rice was buried in the ground and a very rich plantation resulted,"Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14743,@FW1955TemiarDreamSongsFromMalaya
222,3641,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:03:26,T5420R07,3A26.B2,Bah Motoh,,"Up the Telon River outboard motor boats bring supplies to the Chinese jelutong tappers, the spirit of the outboard motor appeared in a dream to the hala in that valley, giving him a song and dance","Male leader, mixed chorus, drum, garamut",Male Voice; Mixed Voices; Drum; Garamut,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14742,@FW1955TemiarDreamSongsFromMalaya
221,3757,3.81,103.32,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Telon, Pahang, Malaysia",26808,,0:03:36,T5420R01,3A26.A1,Bah Sain,,"Song given to the Hala Bah Sain by the spirit of the wind among the bamboos, telling the Temiar that the wind in the bamboos is the force that moves airplanes","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Malaya Broadcasting Corporation; http://www.folkways.si.edu/TrackDetails.aspx?itemid=7102,@FW1955TemiarDreamSongsFromMalaya
214,,5.41,101.11,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,"Gerik, Hulu Perak, Perak, Malaysia",26808,,0:01:12,,3A26.A5,"Chinchem, Part 3",Ritual dance song,"Portion of a song cycle which accompany a ritual dance called Chinchem, this is on the highest level of Temiar dream inspiration","Male leader, mixed chorus, drum",Male Voice; Mixed Voices; Drum,,,E. D. Robertson; H. D. Noone ,1941,Smithsonian Folkways,"Temiar Dream Songs from Malaya. Ethnic Folkways Library P460, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/chinchem-part-3/islamica-psychology-health-world/track/smithsonian,@FW1955TemiarDreamSongsFromMalaya
279,203,-11.66,160.26,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Rennell Island, Solomon Islands",27083,,0:03:38,T5428R58,T75.2,"Nave, Ne Kau Sakenia",Funeral Song; Dirge,"Funeral dirge, sung out of context for this recording",Male chorus,Male Voices,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Sent from Norma McLeod,@NMC1952-4Melanesia
281,204,-11.66,160.26,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Rennell Island, Solomon Islands",27083,,0:04:14,T5428R57,T75.1,Fuatanga,Funeral Song; Dirge,"Funeral dirge, prolonged notes shift and grow into different harmonies ","Mixed chorus, vocal glissandi, voices weeping",Mixed Voices,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Sent from Norma McLeod,@NMC1952-4Melanesia
283,205,-11.66,160.26,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Rennell Island, Solomon Islands",27083,,0:03:36,T5428R60,T75.6,"Song From an Auga Soro (of a Taumako Chief, Feast to Praise the Gods)",Dirge; Ritual Song; Chief's Song; Feast Song; Praise Song,"Ritual Dirge, feast song to praise the gods, song from an 'auga soro' of a taumako chief","Mixed chorus, sticks",Mixed Voices; Sticks,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet lists source as T75.5, but song info matches T75.6.",Sent from Norma McLeod,@NMC1952-4Melanesia
288,206,-12.29,168.82,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Tikopia Island, Santa Cruz Islands, Solomon Islands",27083,,0:01:31,T5428R51,T74.1,"Matavaka, Sisi Matini",Recreational Dance; Dance Song,"Recreational dance, most popular on the island, the dance is done in long lines and the men wave their hair back and forth in imitation of sea spray, steady pace, overlapping at ends of verses","Mixed chorus, sticks",Mixed Voices; Sticks,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Note: Sounds like mixed voices. Coding sheet identifies recordist as Jim Spillius.,Sent from Norma McLeod,@NMC1952-4Melanesia
289,208,-12.29,168.82,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Tikopia Island, Santa Cruz Islands, Solomon Islands",27083,,0:02:57,T5428R52,T74.3,Lau,,"Mixed chorus with steady beat of sticks, tempo increases halfway","Mixed chorus, two sticks on sandy board, bits of old canoe, screams ",Mixed Voices; 2 Sticks On Sandy Board; Bits of Old Canoe; Screams,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Coding sheet identifies recordist as Jim Spillius.,Sent from Norma McLeod,@NMC1952-4Melanesia
287,211,-12.29,168.82,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Tikopia Island, Santa Cruz Islands, Solomon Islands",27083,,0:03:06,T5428R55,T74.7,Tavangutu,Slander Song,"Slander song, contains male vs. female references, sung by unmarried people late at night","Mixed chorus of young, unmarried people",Mixed Voices,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Note: Sounds like mixed voices. Coding sheet identifies recordist as Jim Spillius.,Sent from Norma McLeod,@NMC1952-4Melanesia
286,212,-12.29,168.82,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Tikopia Island, Santa Cruz Islands, Solomon Islands",27083,,0:01:59,T5428R56,T74.8,Faka Totai,Children's Song; Game Song; Competitive Song,"Children's game song, tug-of-war song",Young mixed chorus,Mixed Voices,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Coding sheet identifies recordist as Jim Spillius.,Sent from Norma McLeod,@NMC1952-4Melanesia
280,,-11.66,160.26,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Rennell Island, Solomon Islands",27083,,,,T75.4,,Funeral Song; Dirge,Christian funeral dirge,,,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Sent from Norma McLeod,@NMC1952-4Melanesia
282,,-11.66,160.26,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Rennell Island, Solomon Islands",27083,,,,T75.7?,Ma Pa Soro,Ritual,,,,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet lists source as T75.6, but song info doesn't match, perhaps this actually corresponds to T75.7?",Sent from Norma McLeod,@NMC1952-4Melanesia
284,,-12.29,168.82,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Tikopia Island, Santa Cruz Islands, Solomon Islands",27083,,,,T74.2,Matavaka,Satirical song,Sung in unison,,,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Coding sheet identifies recordist as Jim Spillius.,Sent from Norma McLeod,@NMC1952-4Melanesia
285,,-12.29,168.82,Oceania,Melanesia,Solomon Islands,Tikopia Island,Tikopia,"Tikopia Island, Santa Cruz Islands, Solomon Islands",27083,,,,T74.4,Mori,,Imported song,,,,,Norma McLeod,1952-54,Previously Unpublished,Norma McLeod collection: Melanesia ,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Coding sheet identifies recordist as Jim Spillius.,Sent from Norma McLeod,@NMC1952-4Melanesia
301,464,9.94,-9.69,Africa,West Africa,Interior West Africa,N Guinea/ N Liberia,Loma,"Toueleou, Southeastern Guinea",27314,,0:01:57,T5459R41,4A3.A4,Chants Funebres I,Funeral Song; Lament,Funeral lament for deceased elderly woman,Female singers,Female Voices,,,Pierre Gaisseau; Jean Fiechter; Tony Saulnier,1952-53,Vogue Contrepoint,"Guinée Française: Musique Toma. Contrepoint M.C. 20.097, 1955","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@CNRS1955GuineeToma
306,2076,8.66,-9.69,Africa,West Africa,Interior West Africa,N Guinea/ N Liberia,Loma,"Bofossou, Guinea",27314,,0:02:48,T5459R45,4A3.B2,Musique de Divertissement,Entertainment Song,"Entertainment song, male solo song accompanied by harp sung for entertainment after a day of work","Male solo, harp, male chorus",Male Voice; Harp; Male Voices,,,Pierre Gaisseau; Jean Fiechter; Tony Saulnier,1952-53,Vogue Contrepoint,"Guinée Française: Musique Toma. Contrepoint M.C. 20.097, 1955","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@CNRS1955GuineeToma
308,2078,8.54,-9.47,Africa,West Africa,Interior West Africa,N Guinea/ N Liberia,Loma,"Balizia Sub-prefecture, Guinea",27314,,0:01:25,T5459R47,4A3.B5,Ceremonies D'excision,Initiation Rite; Circumcision Song; Girls' Song,Song for girl's circumcision initiation performed by newly initiated girls,Female chorus,Female Voices,,,Pierre Gaisseau; Jean Fiechter; Tony Saulnier,1952-53,Vogue Contrepoint,"Guinée Française: Musique Toma. Contrepoint M.C. 20.097, 1955","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@CNRS1955GuineeToma
303,2079,8.54,-9.47,Africa,West Africa,Interior West Africa,N Guinea/ N Liberia,Loma,"Nyogbozou, Balizia Sub-prefecture, Guinea",27314,,0:02:18,T5459R39,4A3.A2,Chant de Danse du Masque Angbai,Dance Song; Initiation Rite; Mask Dance; Chant,"Angbai Mask Dance Song, relaxed chant which is intended to frighten young initiates","Chorus of young boys, leader",Male Voice; Boys' Voices,,,Pierre Gaisseau; Jean Fiechter; Tony Saulnier,1952-53,Vogue Contrepoint,"Guinée Française: Musique Toma. Contrepoint M.C. 20.097, 1955","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@CNRS1955GuineeToma
305,3630,8.66,-9.69,Africa,West Africa,Interior West Africa,N Guinea/ N Liberia,Loma,"Bofossou, Guinea",27314,,0:01:54,T5459R44,4A3.B1,Musique de Divertissement I,Entertainment Song,Male solo song accompanied by harp sung for entertainment after a day of work,"Male solo, harp",Male Voice; Harp,,,Pierre Gaisseau; Jean Fiechter; Tony Saulnier,1952-53,Vogue Contrepoint,"Guinée Française: Musique Toma. Contrepoint M.C. 20.097, 1955","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet lists source # as 4A3.B7, but because of the description and the way the songs are numbered on the liner notes, I believe this song is meant.",,@CNRS1955GuineeToma
